ENSMUSG00000083764	ENSMUST00000118450
ENSMUSG00000069296	ENSMUST00000091736
ENSMUSG00000069297	ENSMUST00000091737
ENSMUSG00000069294	ENSMUST00000091734
ENSMUSG00000069295	ENSMUST00000091735
ENSMUSG00000064551	ENSMUST00000082617
ENSMUSG00000083147	ENSMUST00000119132
ENSMUSG00000083145	ENSMUST00000118040
ENSMUSG00000083142	ENSMUST00000121054
ENSMUSG00000083143	ENSMUST00000122301
ENSMUSG00000083140	ENSMUST00000118222
ENSMUSG00000083141	ENSMUST00000117427
ENSMUSG00000046687	ENSMUST00000053865
ENSMUSG00000083149	ENSMUST00000118067
ENSMUSG00000083169	ENSMUST00000117504
ENSMUSG00000094663	ENSMUST00000177631
ENSMUSG00000075405	ENSMUST00000100190
ENSMUSG00000075402	ENSMUST00000100179
ENSMUSG00000103545	ENSMUST00000193492
ENSMUSG00000045087	ENSMUST00000122088
ENSMUSG00000072600	ENSMUST00000161963
ENSMUSG00000044938	ENSMUST00000057781
ENSMUSG00000077231	ENSMUST00000104043
ENSMUSG00000094661	ENSMUST00000118540
ENSMUSG00000044933	ENSMUST00000053239
ENSMUSG00000077230	ENSMUST00000104042
ENSMUSG00000078754	ENSMUST00000108090
ENSMUSG00000078757	ENSMUST00000108094
ENSMUSG00000077921	ENSMUST00000104728
ENSMUSG00000086573	ENSMUST00000138832
ENSMUSG00000078759	ENSMUST00000108097
ENSMUSG00000077928	ENSMUST00000104735
ENSMUSG00000087241	ENSMUST00000129207
ENSMUSG00000087240	ENSMUST00000129701
ENSMUSG00000087242	ENSMUST00000152781
ENSMUSG00000087245	ENSMUST00000147717
ENSMUSG00000087244	ENSMUST00000131667
ENSMUSG00000087247	ENSMUST00000133144
ENSMUSG00000087246	ENSMUST00000135767
ENSMUSG00000045331	ENSMUST00000052337
ENSMUSG00000045337	ENSMUST00000051965
ENSMUSG00000045336	ENSMUST00000062085
ENSMUSG00000081061	ENSMUST00000120195
ENSMUSG00000058252	ENSMUST00000078605
ENSMUSG00000058250	ENSMUST00000076565
ENSMUSG00000058251	ENSMUST00000080460
ENSMUSG00000044689	ENSMUST00000133244
ENSMUSG00000103705	ENSMUST00000195064
ENSMUSG00000050085	ENSMUST00000058744
ENSMUSG00000024350	ENSMUST00000025208
ENSMUSG00000024353	ENSMUST00000025211
ENSMUSG00000094354	ENSMUST00000178332
ENSMUSG00000001942	ENSMUST00000002007
ENSMUSG00000001943	ENSMUST00000002008
ENSMUSG00000001948	ENSMUST00000002013
ENSMUSG00000061875	ENSMUST00000077580
ENSMUSG00000051424	ENSMUST00000050038
ENSMUSG00000024940	ENSMUST00000081496
ENSMUSG00000055561	ENSMUST00000069245
ENSMUSG00000055560	ENSMUST00000056470
ENSMUSG00000087881	ENSMUST00000157256
ENSMUSG00000037278	ENSMUST00000103242
ENSMUSG00000067338	ENSMUST00000087445
ENSMUSG00000015013	ENSMUST00000015157
ENSMUSG00000059610	ENSMUST00000071943
ENSMUSG00000067331	ENSMUST00000087431
ENSMUSG00000051029	ENSMUST00000016951
ENSMUSG00000104127	ENSMUST00000192992
ENSMUSG00000047658	ENSMUST00000061169
ENSMUSG00000047656	ENSMUST00000088223
ENSMUSG00000047657	ENSMUST00000079090
ENSMUSG00000047654	ENSMUST00000050373
ENSMUSG00000047655	ENSMUST00000050416
ENSMUSG00000064721	ENSMUST00000082787
ENSMUSG00000091911	ENSMUST00000172449
ENSMUSG00000083977	ENSMUST00000117228
ENSMUSG00000083976	ENSMUST00000117304
ENSMUSG00000083975	ENSMUST00000120578
ENSMUSG00000083974	ENSMUST00000120511
ENSMUSG00000083973	ENSMUST00000121558
ENSMUSG00000083972	ENSMUST00000121944
ENSMUSG00000083971	ENSMUST00000119458
ENSMUSG00000083970	ENSMUST00000119794
ENSMUSG00000092784	ENSMUST00000175043
ENSMUSG00000083979	ENSMUST00000117967
ENSMUSG00000083978	ENSMUST00000120072
ENSMUSG00000085488	ENSMUST00000155432
ENSMUSG00000085481	ENSMUST00000129972
ENSMUSG00000085483	ENSMUST00000153208
ENSMUSG00000085482	ENSMUST00000126646
ENSMUSG00000085485	ENSMUST00000141964
ENSMUSG00000085484	ENSMUST00000153913
ENSMUSG00000085487	ENSMUST00000152660
ENSMUSG00000085486	ENSMUST00000154147
ENSMUSG00000082592	ENSMUST00000121683
ENSMUSG00000082593	ENSMUST00000119764
ENSMUSG00000082590	ENSMUST00000118056
ENSMUSG00000082591	ENSMUST00000118454
ENSMUSG00000082596	ENSMUST00000119431
ENSMUSG00000082597	ENSMUST00000117297
ENSMUSG00000082594	ENSMUST00000117603
ENSMUSG00000082595	ENSMUST00000118739
ENSMUSG00000082598	ENSMUST00000122403
ENSMUSG00000082599	ENSMUST00000117417
ENSMUSG00000051726	ENSMUST00000170580
ENSMUSG00000066068	ENSMUST00000118269
ENSMUSG00000066060	ENSMUST00000128998
ENSMUSG00000099172	ENSMUST00000184710
ENSMUSG00000107826	ENSMUST00000204212
ENSMUSG00000084285	ENSMUST00000117649
ENSMUSG00000107824	ENSMUST00000203599
ENSMUSG00000107825	ENSMUST00000204689
ENSMUSG00000095509	ENSMUST00000102089
ENSMUSG00000107823	ENSMUST00000204200
ENSMUSG00000084282	ENSMUST00000117393
ENSMUSG00000107821	ENSMUST00000164674
ENSMUSG00000095505	ENSMUST00000178335
ENSMUSG00000095504	ENSMUST00000180108
ENSMUSG00000095507	ENSMUST00000158155
ENSMUSG00000095506	ENSMUST00000179254
ENSMUSG00000095501	ENSMUST00000178924
ENSMUSG00000095500	ENSMUST00000178309
ENSMUSG00000107828	ENSMUST00000203356
ENSMUSG00000107829	ENSMUST00000203283
ENSMUSG00000057074	ENSMUST00000044602
ENSMUSG00000106199	ENSMUST00000198710
ENSMUSG00000106195	ENSMUST00000197487
ENSMUSG00000106194	ENSMUST00000196200
ENSMUSG00000106197	ENSMUST00000197309
ENSMUSG00000106196	ENSMUST00000116740
ENSMUSG00000106191	ENSMUST00000200193
ENSMUSG00000106190	ENSMUST00000199527
ENSMUSG00000106193	ENSMUST00000198187
ENSMUSG00000106192	ENSMUST00000198869
ENSMUSG00000082624	ENSMUST00000121025
ENSMUSG00000082625	ENSMUST00000119454
ENSMUSG00000082626	ENSMUST00000117939
ENSMUSG00000082620	ENSMUST00000121254
ENSMUSG00000082621	ENSMUST00000121692
ENSMUSG00000082622	ENSMUST00000121223
ENSMUSG00000082623	ENSMUST00000119461
ENSMUSG00000082628	ENSMUST00000121479
ENSMUSG00000082629	ENSMUST00000122305
ENSMUSG00000052642	ENSMUST00000064614
ENSMUSG00000084758	ENSMUST00000124786
ENSMUSG00000084756	ENSMUST00000149025
ENSMUSG00000084754	ENSMUST00000148448
ENSMUSG00000084755	ENSMUST00000131218
ENSMUSG00000084752	ENSMUST00000122803
ENSMUSG00000084753	ENSMUST00000122804
ENSMUSG00000084750	ENSMUST00000122801
ENSMUSG00000084751	ENSMUST00000122802
ENSMUSG00000096943	ENSMUST00000181723
ENSMUSG00000101059	ENSMUST00000084813
ENSMUSG00000025355	ENSMUST00000026411
ENSMUSG00000063260	ENSMUST00000029441
ENSMUSG00000103343	ENSMUST00000194929
ENSMUSG00000064517	ENSMUST00000082583
ENSMUSG00000064515	ENSMUST00000082581
ENSMUSG00000064512	ENSMUST00000082578
ENSMUSG00000064510	ENSMUST00000082576
ENSMUSG00000064511	ENSMUST00000082577
ENSMUSG00000103349	ENSMUST00000195819
ENSMUSG00000103348	ENSMUST00000192399
ENSMUSG00000064519	ENSMUST00000082585
ENSMUSG00000050865	ENSMUST00000051768
ENSMUSG00000096949	ENSMUST00000180627
ENSMUSG00000025354	ENSMUST00000026410
ENSMUSG00000038891	ENSMUST00000035273
ENSMUSG00000100690	ENSMUST00000191094
ENSMUSG00000100691	ENSMUST00000191396
ENSMUSG00000100692	ENSMUST00000191609
ENSMUSG00000016637	ENSMUST00000016781
ENSMUSG00000100696	ENSMUST00000189886
ENSMUSG00000100697	ENSMUST00000190038
ENSMUSG00000100698	ENSMUST00000185643
ENSMUSG00000100699	ENSMUST00000189913
ENSMUSG00000106447	ENSMUST00000137564
ENSMUSG00000106446	ENSMUST00000196407
ENSMUSG00000106445	ENSMUST00000196384
ENSMUSG00000106444	ENSMUST00000198507
ENSMUSG00000106443	ENSMUST00000199515
ENSMUSG00000106442	ENSMUST00000199511
ENSMUSG00000106441	ENSMUST00000196670
ENSMUSG00000106440	ENSMUST00000200264
ENSMUSG00000106448	ENSMUST00000196431
ENSMUSG00000055170	ENSMUST00000068592
ENSMUSG00000061048	ENSMUST00000080797
ENSMUSG00000107314	ENSMUST00000201641
ENSMUSG00000107315	ENSMUST00000202858
ENSMUSG00000107316	ENSMUST00000202965
ENSMUSG00000107317	ENSMUST00000200934
ENSMUSG00000107312	ENSMUST00000201812
ENSMUSG00000062588	ENSMUST00000078030
ENSMUSG00000107318	ENSMUST00000200700
ENSMUSG00000107319	ENSMUST00000201816
ENSMUSG00000101878	ENSMUST00000173192
ENSMUSG00000101877	ENSMUST00000191297
ENSMUSG00000101875	ENSMUST00000077111
ENSMUSG00000101874	ENSMUST00000187509
ENSMUSG00000101873	ENSMUST00000188221
ENSMUSG00000101872	ENSMUST00000186216
ENSMUSG00000091507	ENSMUST00000164610
ENSMUSG00000101870	ENSMUST00000189513
ENSMUSG00000097095	ENSMUST00000181186
ENSMUSG00000038572	ENSMUST00000045959
ENSMUSG00000103663	ENSMUST00000194352
ENSMUSG00000081471	ENSMUST00000121772
ENSMUSG00000101259	ENSMUST00000190489
ENSMUSG00000101258	ENSMUST00000189860
ENSMUSG00000100134	ENSMUST00000186872
ENSMUSG00000066809	ENSMUST00000086236
ENSMUSG00000101253	ENSMUST00000189363
ENSMUSG00000101252	ENSMUST00000105146
ENSMUSG00000076522	ENSMUST00000103323
ENSMUSG00000076523	ENSMUST00000103324
ENSMUSG00000101257	ENSMUST00000191452
ENSMUSG00000097213	ENSMUST00000181022
ENSMUSG00000097217	ENSMUST00000181112
ENSMUSG00000097215	ENSMUST00000180699
ENSMUSG00000097219	ENSMUST00000181262
ENSMUSG00000092252	ENSMUST00000140374
ENSMUSG00000104666	ENSMUST00000104806
ENSMUSG00000092255	ENSMUST00000174100
ENSMUSG00000063354	ENSMUST00000073428
ENSMUSG00000039628	ENSMUST00000044922
ENSMUSG00000092256	ENSMUST00000173024
ENSMUSG00000048138	ENSMUST00000053068
ENSMUSG00000095901	ENSMUST00000084457
ENSMUSG00000050058	ENSMUST00000050864
ENSMUSG00000092360	ENSMUST00000173512
ENSMUSG00000104754	ENSMUST00000199789
ENSMUSG00000104757	ENSMUST00000198490
ENSMUSG00000104751	ENSMUST00000198797
ENSMUSG00000104750	ENSMUST00000199903
ENSMUSG00000104753	ENSMUST00000196037
ENSMUSG00000104752	ENSMUST00000199463
ENSMUSG00000092368	ENSMUST00000173900
ENSMUSG00000092369	ENSMUST00000174082
ENSMUSG00000104759	ENSMUST00000197110
ENSMUSG00000104758	ENSMUST00000199719
ENSMUSG00000021248	ENSMUST00000040766
ENSMUSG00000102757	ENSMUST00000195851
ENSMUSG00000021240	ENSMUST00000021666
ENSMUSG00000102755	ENSMUST00000191866
ENSMUSG00000021242	ENSMUST00000021668
ENSMUSG00000102753	ENSMUST00000192141
ENSMUSG00000102752	ENSMUST00000179801
ENSMUSG00000102751	ENSMUST00000192624
ENSMUSG00000102750	ENSMUST00000193393
ENSMUSG00000090298	ENSMUST00000165904
ENSMUSG00000029072	ENSMUST00000030949
ENSMUSG00000090293	ENSMUST00000168990
ENSMUSG00000100384	ENSMUST00000186655
ENSMUSG00000100385	ENSMUST00000187139
ENSMUSG00000102624	ENSMUST00000191723
ENSMUSG00000102622	ENSMUST00000193339
ENSMUSG00000063971	ENSMUST00000023781
ENSMUSG00000022574	ENSMUST00000023237
ENSMUSG00000022575	ENSMUST00000023238
ENSMUSG00000022570	ENSMUST00000023231
ENSMUSG00000022571	ENSMUST00000053918
ENSMUSG00000093011	ENSMUST00000175270
ENSMUSG00000093010	ENSMUST00000175269
ENSMUSG00000105408	ENSMUST00000198801
ENSMUSG00000105409	ENSMUST00000196884
ENSMUSG00000093015	ENSMUST00000175274
ENSMUSG00000093014	ENSMUST00000175273
ENSMUSG00000093017	ENSMUST00000175276
ENSMUSG00000093019	ENSMUST00000175278
ENSMUSG00000105403	ENSMUST00000197392
ENSMUSG00000105400	ENSMUST00000197860
ENSMUSG00000105401	ENSMUST00000197054
ENSMUSG00000105406	ENSMUST00000198638
ENSMUSG00000105407	ENSMUST00000197340
ENSMUSG00000105404	ENSMUST00000200141
ENSMUSG00000105405	ENSMUST00000196880
ENSMUSG00000103808	ENSMUST00000194997
ENSMUSG00000103809	ENSMUST00000195066
ENSMUSG00000103804	ENSMUST00000195028
ENSMUSG00000103805	ENSMUST00000194678
ENSMUSG00000103807	ENSMUST00000193743
ENSMUSG00000103801	ENSMUST00000192825
ENSMUSG00000098813	ENSMUST00000183504
ENSMUSG00000103803	ENSMUST00000193851
ENSMUSG00000070140	ENSMUST00000093631
ENSMUSG00000020621	ENSMUST00000020947
ENSMUSG00000020627	ENSMUST00000020958
ENSMUSG00000028031	ENSMUST00000029665
ENSMUSG00000071890	ENSMUST00000096608
ENSMUSG00000087085	ENSMUST00000153153
ENSMUSG00000087084	ENSMUST00000126252
ENSMUSG00000087083	ENSMUST00000138670
ENSMUSG00000087082	ENSMUST00000150600
ENSMUSG00000087080	ENSMUST00000137567
ENSMUSG00000087089	ENSMUST00000146372
ENSMUSG00000087088	ENSMUST00000148687
ENSMUSG00000032397	ENSMUST00000034964
ENSMUSG00000032394	ENSMUST00000034961
ENSMUSG00000032392	ENSMUST00000069000
ENSMUSG00000052369	ENSMUST00000064200
ENSMUSG00000032399	ENSMUST00000034966
ENSMUSG00000032398	ENSMUST00000034965
ENSMUSG00000037910	ENSMUST00000036023
ENSMUSG00000048916	ENSMUST00000131852
ENSMUSG00000048919	ENSMUST00000061293
ENSMUSG00000100867	ENSMUST00000185373
ENSMUSG00000100866	ENSMUST00000188192
ENSMUSG00000100865	ENSMUST00000184151
ENSMUSG00000100864	ENSMUST00000188765
ENSMUSG00000100863	ENSMUST00000122162
ENSMUSG00000100862	ENSMUST00000189941
ENSMUSG00000071237	ENSMUST00000120444
ENSMUSG00000100860	ENSMUST00000186977
ENSMUSG00000100869	ENSMUST00000188700
ENSMUSG00000100868	ENSMUST00000186343
ENSMUSG00000098675	ENSMUST00000183396
ENSMUSG00000024761	ENSMUST00000025669
ENSMUSG00000033114	ENSMUST00000099441
ENSMUSG00000024207	ENSMUST00000043062
ENSMUSG00000108676	ENSMUST00000206035
ENSMUSG00000059058	ENSMUST00000118448
ENSMUSG00000086028	ENSMUST00000128521
ENSMUSG00000086026	ENSMUST00000147108
ENSMUSG00000086027	ENSMUST00000142137
ENSMUSG00000086025	ENSMUST00000144854
ENSMUSG00000086022	ENSMUST00000124065
ENSMUSG00000086020	ENSMUST00000134285
ENSMUSG00000003955	ENSMUST00000004057
ENSMUSG00000082540	ENSMUST00000117475
ENSMUSG00000051038	ENSMUST00000054147
ENSMUSG00000042985	ENSMUST00000062606
ENSMUSG00000063888	ENSMUST00000078286
ENSMUSG00000040852	ENSMUST00000047206
ENSMUSG00000022622	ENSMUST00000023295
ENSMUSG00000077306	ENSMUST00000104118
ENSMUSG00000077305	ENSMUST00000104117
ENSMUSG00000077304	ENSMUST00000104116
ENSMUSG00000077303	ENSMUST00000104115
ENSMUSG00000077302	ENSMUST00000104114
ENSMUSG00000081739	ENSMUST00000121299
ENSMUSG00000081738	ENSMUST00000117548
ENSMUSG00000081737	ENSMUST00000115977
ENSMUSG00000081736	ENSMUST00000117980
ENSMUSG00000081735	ENSMUST00000122391
ENSMUSG00000081734	ENSMUST00000118794
ENSMUSG00000081733	ENSMUST00000119478
ENSMUSG00000081732	ENSMUST00000117570
ENSMUSG00000081731	ENSMUST00000121776
ENSMUSG00000081730	ENSMUST00000119099
ENSMUSG00000093122	ENSMUST00000175381
ENSMUSG00000077224	ENSMUST00000104036
ENSMUSG00000085646	ENSMUST00000134567
ENSMUSG00000085643	ENSMUST00000134099
ENSMUSG00000085640	ENSMUST00000134833
ENSMUSG00000093129	ENSMUST00000175388
ENSMUSG00000093128	ENSMUST00000175387
ENSMUSG00000101466	ENSMUST00000187012
ENSMUSG00000039016	ENSMUST00000044051
ENSMUSG00000095743	ENSMUST00000166110
ENSMUSG00000095742	ENSMUST00000179436
ENSMUSG00000095747	ENSMUST00000175169
ENSMUSG00000095745	ENSMUST00000172989
ENSMUSG00000095744	ENSMUST00000158902
ENSMUSG00000003379	ENSMUST00000003469
ENSMUSG00000095749	ENSMUST00000178066
ENSMUSG00000021550	ENSMUST00000022032
ENSMUSG00000098245	ENSMUST00000182385
ENSMUSG00000104410	ENSMUST00000192713
ENSMUSG00000098246	ENSMUST00000183205
ENSMUSG00000104416	ENSMUST00000195730
ENSMUSG00000104417	ENSMUST00000195168
ENSMUSG00000104415	ENSMUST00000192742
ENSMUSG00000104418	ENSMUST00000193272
ENSMUSG00000104419	ENSMUST00000191770
ENSMUSG00000098249	ENSMUST00000184689
ENSMUSG00000098248	ENSMUST00000183398
ENSMUSG00000084518	ENSMUST00000122569
ENSMUSG00000084519	ENSMUST00000122570
ENSMUSG00000084514	ENSMUST00000122565
ENSMUSG00000084515	ENSMUST00000122566
ENSMUSG00000084516	ENSMUST00000122567
ENSMUSG00000084517	ENSMUST00000122568
ENSMUSG00000084511	ENSMUST00000122562
ENSMUSG00000084512	ENSMUST00000122563
ENSMUSG00000084513	ENSMUST00000122564
ENSMUSG00000069300	ENSMUST00000110452
ENSMUSG00000047854	ENSMUST00000055557
ENSMUSG00000069301	ENSMUST00000091741
ENSMUSG00000046185	ENSMUST00000032802
ENSMUSG00000074655	ENSMUST00000099170
ENSMUSG00000043354	ENSMUST00000051505
ENSMUSG00000074650	ENSMUST00000099162
ENSMUSG00000080469	ENSMUST00000116819
ENSMUSG00000080465	ENSMUST00000116815
ENSMUSG00000088618	ENSMUST00000157993
ENSMUSG00000080461	ENSMUST00000116811
ENSMUSG00000080463	ENSMUST00000116813
ENSMUSG00000064545	ENSMUST00000082611
ENSMUSG00000064428	ENSMUST00000082494
ENSMUSG00000028953	ENSMUST00000030795
ENSMUSG00000028950	ENSMUST00000030792
ENSMUSG00000046721	ENSMUST00000026901
ENSMUSG00000046723	ENSMUST00000051614
ENSMUSG00000087812	ENSMUST00000157187
ENSMUSG00000100628	ENSMUST00000188651
ENSMUSG00000082865	ENSMUST00000118480
ENSMUSG00000100705	ENSMUST00000186862
ENSMUSG00000082863	ENSMUST00000117816
ENSMUSG00000082917	ENSMUST00000121509
ENSMUSG00000042406	ENSMUST00000109605
ENSMUSG00000082915	ENSMUST00000118156
ENSMUSG00000082912	ENSMUST00000121113
ENSMUSG00000087816	ENSMUST00000157191
ENSMUSG00000042402	ENSMUST00000045546
ENSMUSG00000082911	ENSMUST00000119511
ENSMUSG00000082861	ENSMUST00000118838
ENSMUSG00000082918	ENSMUST00000121939
ENSMUSG00000082919	ENSMUST00000117874
ENSMUSG00000000732	ENSMUST00000105393
ENSMUSG00000105361	ENSMUST00000200021
ENSMUSG00000044763	ENSMUST00000059052
ENSMUSG00000077682	ENSMUST00000104494
ENSMUSG00000077683	ENSMUST00000104495
ENSMUSG00000077680	ENSMUST00000104492
ENSMUSG00000077681	ENSMUST00000104493
ENSMUSG00000077687	ENSMUST00000104499
ENSMUSG00000077685	ENSMUST00000104497
ENSMUSG00000097009	ENSMUST00000180807
ENSMUSG00000100700	ENSMUST00000187552
ENSMUSG00000030137	ENSMUST00000032233
ENSMUSG00000084275	ENSMUST00000121222
ENSMUSG00000105368	ENSMUST00000196925
ENSMUSG00000097002	ENSMUST00000180668
ENSMUSG00000084944	ENSMUST00000145722
ENSMUSG00000084277	ENSMUST00000118223
ENSMUSG00000086929	ENSMUST00000142520
ENSMUSG00000086928	ENSMUST00000140949
ENSMUSG00000086922	ENSMUST00000118459
ENSMUSG00000086921	ENSMUST00000138462
ENSMUSG00000086920	ENSMUST00000143016
ENSMUSG00000086927	ENSMUST00000130582
ENSMUSG00000086926	ENSMUST00000117765
ENSMUSG00000086925	ENSMUST00000145247
ENSMUSG00000086924	ENSMUST00000143428
ENSMUSG00000084273	ENSMUST00000122193
ENSMUSG00000058046	ENSMUST00000062145
ENSMUSG00000084278	ENSMUST00000119779
ENSMUSG00000000197	ENSMUST00000000201
ENSMUSG00000089608	ENSMUST00000158983
ENSMUSG00000053950	ENSMUST00000066743
ENSMUSG00000082006	ENSMUST00000122325
ENSMUSG00000082007	ENSMUST00000119143
ENSMUSG00000082000	ENSMUST00000122449
ENSMUSG00000082001	ENSMUST00000119632
ENSMUSG00000082008	ENSMUST00000117897
ENSMUSG00000082009	ENSMUST00000118610
ENSMUSG00000056910	ENSMUST00000042090
ENSMUSG00000051493	ENSMUST00000062833
ENSMUSG00000041068	ENSMUST00000043266
ENSMUSG00000051495	ENSMUST00000054960
ENSMUSG00000064897	ENSMUST00000082963
ENSMUSG00000064890	ENSMUST00000082956
ENSMUSG00000041841	ENSMUST00000045356
ENSMUSG00000090059	ENSMUST00000105213
ENSMUSG00000090050	ENSMUST00000160954
ENSMUSG00000090051	ENSMUST00000159783
ENSMUSG00000090054	ENSMUST00000161819
ENSMUSG00000090057	ENSMUST00000161416
ENSMUSG00000103384	ENSMUST00000192178
ENSMUSG00000061626	ENSMUST00000072513
ENSMUSG00000100568	ENSMUST00000186887
ENSMUSG00000100569	ENSMUST00000188220
ENSMUSG00000020275	ENSMUST00000102864
ENSMUSG00000086149	ENSMUST00000156965
ENSMUSG00000086148	ENSMUST00000134627
ENSMUSG00000067279	ENSMUST00000087321
ENSMUSG00000064702	ENSMUST00000082768
ENSMUSG00000031843	ENSMUST00000034303
ENSMUSG00000076430	ENSMUST00000102943
ENSMUSG00000083832	ENSMUST00000117988
ENSMUSG00000083833	ENSMUST00000118829
ENSMUSG00000083830	ENSMUST00000121279
ENSMUSG00000083831	ENSMUST00000117790
ENSMUSG00000083836	ENSMUST00000118722
ENSMUSG00000083837	ENSMUST00000117183
ENSMUSG00000083834	ENSMUST00000119701
ENSMUSG00000083835	ENSMUST00000117161
ENSMUSG00000083838	ENSMUST00000118304
ENSMUSG00000083839	ENSMUST00000121954
ENSMUSG00000057799	ENSMUST00000080253
ENSMUSG00000097807	ENSMUST00000181531
ENSMUSG00000097804	ENSMUST00000181286
ENSMUSG00000097805	ENSMUST00000180585
ENSMUSG00000085360	ENSMUST00000123812
ENSMUSG00000085361	ENSMUST00000140747
ENSMUSG00000097800	ENSMUST00000180782
ENSMUSG00000085363	ENSMUST00000145914
ENSMUSG00000085368	ENSMUST00000142019
ENSMUSG00000085369	ENSMUST00000152494
ENSMUSG00000097809	ENSMUST00000180801
ENSMUSG00000098722	ENSMUST00000183705
ENSMUSG00000098723	ENSMUST00000184893
ENSMUSG00000091091	ENSMUST00000164954
ENSMUSG00000098721	ENSMUST00000184246
ENSMUSG00000098726	ENSMUST00000183815
ENSMUSG00000091096	ENSMUST00000167618
ENSMUSG00000091095	ENSMUST00000166700
ENSMUSG00000098725	ENSMUST00000184758
ENSMUSG00000098728	ENSMUST00000185190
ENSMUSG00000098729	ENSMUST00000184626
ENSMUSG00000083721	ENSMUST00000120273
ENSMUSG00000088558	ENSMUST00000157933
ENSMUSG00000063586	ENSMUST00000072982
ENSMUSG00000057134	ENSMUST00000075686
ENSMUSG00000070298	ENSMUST00000093837
ENSMUSG00000066637	ENSMUST00000085741
ENSMUSG00000052566	ENSMUST00000064495
ENSMUSG00000066632	ENSMUST00000085735
ENSMUSG00000092540	ENSMUST00000172606
ENSMUSG00000092542	ENSMUST00000172798
ENSMUSG00000092543	ENSMUST00000173935
ENSMUSG00000092547	ENSMUST00000174838
ENSMUSG00000092548	ENSMUST00000173587
ENSMUSG00000092549	ENSMUST00000173765
ENSMUSG00000106763	ENSMUST00000201133
ENSMUSG00000106760	ENSMUST00000202475
ENSMUSG00000064704	ENSMUST00000082770
ENSMUSG00000106766	ENSMUST00000200749
ENSMUSG00000062952	ENSMUST00000082014
ENSMUSG00000106764	ENSMUST00000201843
ENSMUSG00000085130	ENSMUST00000150536
ENSMUSG00000106768	ENSMUST00000200913
ENSMUSG00000106769	ENSMUST00000202918
ENSMUSG00000064709	ENSMUST00000082775
ENSMUSG00000085134	ENSMUST00000137561
ENSMUSG00000037852	ENSMUST00000048967
ENSMUSG00000051002	ENSMUST00000053398
ENSMUSG00000096049	ENSMUST00000180285
ENSMUSG00000096048	ENSMUST00000179304
ENSMUSG00000103688	ENSMUST00000194460
ENSMUSG00000036188	ENSMUST00000041640
ENSMUSG00000099092	ENSMUST00000185038
ENSMUSG00000103680	ENSMUST00000194570
ENSMUSG00000096042	ENSMUST00000096794
ENSMUSG00000103686	ENSMUST00000192469
ENSMUSG00000096047	ENSMUST00000093689
ENSMUSG00000103685	ENSMUST00000193444
ENSMUSG00000061361	ENSMUST00000078554
ENSMUSG00000061367	ENSMUST00000078914
ENSMUSG00000039982	ENSMUST00000045521
ENSMUSG00000039981	ENSMUST00000039484
ENSMUSG00000100081	ENSMUST00000187426
ENSMUSG00000100080	ENSMUST00000185289
ENSMUSG00000062629	ENSMUST00000076914
ENSMUSG00000100085	ENSMUST00000189224
ENSMUSG00000037580	ENSMUST00000089959
ENSMUSG00000037583	ENSMUST00000042706
ENSMUSG00000100086	ENSMUST00000186689
ENSMUSG00000100089	ENSMUST00000191054
ENSMUSG00000100088	ENSMUST00000188761
ENSMUSG00000062621	ENSMUST00000074987
ENSMUSG00000071138	ENSMUST00000095375
ENSMUSG00000081881	ENSMUST00000120719
ENSMUSG00000099549	ENSMUST00000185397
ENSMUSG00000099548	ENSMUST00000185862
ENSMUSG00000099545	ENSMUST00000179372
ENSMUSG00000099544	ENSMUST00000190713
ENSMUSG00000099547	ENSMUST00000191593
ENSMUSG00000099546	ENSMUST00000190593
ENSMUSG00000099541	ENSMUST00000188744
ENSMUSG00000099543	ENSMUST00000185378
ENSMUSG00000099542	ENSMUST00000190977
ENSMUSG00000101938	ENSMUST00000190800
ENSMUSG00000101939	ENSMUST00000188299
ENSMUSG00000101932	ENSMUST00000174543
ENSMUSG00000101933	ENSMUST00000185565
ENSMUSG00000101936	ENSMUST00000190143
ENSMUSG00000101937	ENSMUST00000189212
